Blue,Green,Red,Label
0,25,74,black
0,0,20,black
0,0,74,black
60,19,77,black
57,0,29,black
26,61,3,black
11,33,3,black
76,10,0,black
50,68,13,black
31,0,0,black
76,0,63,black
0,14,9,black
48,8,3,black
26,41,62,black
59,0,44,black
32,76,2,black
39,30,48,black
0,56,6,black
0,14,13,black
11,39,62,black
18,15,0,black
34,46,53,black
45,27,12,black
57,8,28,black
41,14,22,black
56,25,54,black
0,21,18,black
27,0,0,black
41,14,60,black
45,61,5,black
0,0,66,black
58,0,0,black
25,0,74,black
21,75,74,black
0,35,0,black
20,25,61,black
42,68,21,black
0,33,0,black
5,32,21,black
23,26,69,black
40,10,2,black
4,0,31,black
73,35,30,black
28,70,39,black
0,0,44,black
45,10,13,black
0,56,12,black
43,58,7,black
61,3,34,black
48,0,22,black
69,63,1,black
32,36,24,black
7,57,35,black
41,9,0,black
68,0,9,black
8,8,45,black
12,26,0,black
33,68,36,black
0,0,45,black
74,0,48,black
64,62,71,black
12,75,51,black
66,0,76,black
0,0,49,black
0,69,25,black
13,0,0,black
15,77,17,black
63,0,9,black
0,31,56,black
39,26,0,black
0,8,0,black
5,26,41,black
56,74,0,black
0,6,69,black
43,55,30,black
15,60,33,black
22,18,0,black
5,0,0,black
72,0,0,black
20,0,38,black
71,29,70,black
59,20,70,black
52,14,31,black
0,9,75,black
0,0,0,black
22,11,60,black
15,8,5,black
45,0,7,black
74,45,28,black
42,29,7,black
40,54,76,black
46,16,46,black
0,18,0,black
8,44,39,black
0,18,12,black
36,77,49,black
60,0,35,black
44,22,0,black
0,0,55,black
73,24,0,black
0,5,54,black
30,56,35,black
50,8,68,black
0,46,58,black
0,22,57,black
56,54,0,black
8,31,0,black
48,66,0,black
0,28,42,black
42,36,2,black
68,10,35,black
0,67,14,black
39,0,62,black
36,64,65,black
0,0,0,black
0,17,3,black
30,71,31,black
37,71,48,black
0,0,0,black
48,73,22,black
0,35,22,black
22,27,14,black
12,0,41,black
74,13,69,black
67,1,0,black
0,73,0,black
0,56,0,black
24,34,27,black
2,0,66,black
28,49,11,black
19,23,16,black
35,0,1,black
0,0,29,black
65,46,37,black
0,60,27,black
0,61,4,black
73,13,8,black
49,0,60,black
0,0,77,black
41,16,13,black
61,62,47,black
0,50,49,black
16,68,0,black
0,40,35,black
74,29,39,black
9,40,72,black
77,77,0,black
59,0,51,black
45,45,53,black
68,38,0,black
0,20,7,black
21,18,0,black
28,23,46,black
66,27,1,black
46,54,23,black
31,25,38,black
45,30,57,black
55,38,69,black
17,18,44,black
14,62,46,black
64,34,53,black
37,58,75,black
22,52,0,black
66,71,16,black
39,74,59,black
0,60,15,black
0,0,0,black
49,39,49,black
40,38,28,black
18,0,71,black
0,0,33,black
19,70,0,black
77,61,74,black
10,44,25,black
2,46,30,black
0,53,70,black
5,41,27,black
10,0,41,black
60,69,20,black
23,37,46,black
0,43,76,black
0,72,4,black
17,0,67,black
0,29,13,black
62,21,66,black
16,38,6,black
30,15,70,black
49,64,0,black
61,61,0,black
17,0,0,black
20,69,0,black
61,53,76,black
16,77,12,black
58,56,73,black
46,32,74,black
73,60,76,black
0,70,36,black
52,70,16,black
33,0,17,black
69,74,23,black
74,51,0,black
48,0,9,black
32,29,22,black
0,16,1,black
5,64,52,black
35,67,36,black
72,0,0,black
51,70,77,black
63,8,63,black
15,1,69,black
44,37,36,black
0,66,47,black
28,0,38,black
66,72,61,black
19,46,61,black
41,52,65,black
57,43,49,black
68,29,36,black
7,35,53,black
65,74,0,black
0,0,60,black
0,0,0,black
60,48,50,black
0,52,48,black
56,17,44,black
43,26,0,black
17,77,36,black
0,41,0,black
0,0,76,black
26,64,12,black
67,57,57,black
39,60,0,black
33,15,45,black
4,50,31,black
40,19,9,black
25,0,0,black
42,28,73,black
12,0,45,black
31,0,0,black
30,26,51,black
0,32,4,black
69,21,0,black
61,0,20,black
5,51,18,black
25,0,58,black
0,63,0,black
19,0,24,black
0,35,0,black
54,0,26,black
66,0,21,black
23,0,58,black
12,0,36,black
12,1,3,black
55,0,40,black
54,0,76,black
63,0,41,black
38,36,0,black
58,16,24,black
64,49,10,black
28,49,0,black
35,0,75,black
18,51,42,black
23,0,19,black
69,49,0,black
27,75,12,black
49,24,35,black
36,25,27,black
2,13,26,black
12,2,77,black
38,0,0,black
47,0,0,black
57,10,0,black
37,66,26,black
58,0,37,black
77,6,24,black
75,34,41,black
75,0,0,black
67,47,67,black
37,50,29,black
71,76,0,black
47,0,38,black
0,0,56,black
0,47,0,black
53,0,52,black
52,41,37,black
12,0,0,black
4,25,3,black
50,66,6,black
10,0,60,black
45,0,70,black
57,8,0,black
0,63,58,black
65,0,0,black
11,0,0,black
0,0,45,black
0,50,59,black
56,56,7,black
0,33,14,black
4,58,13,black
23,1,0,black
36,62,5,black
29,43,28,black
17,44,56,black
41,10,0,black
41,20,27,black
14,51,60,black
10,41,28,black
40,5,12,black
31,45,70,black
70,28,2,black
52,11,0,black
49,20,6,black
70,0,21,black
20,0,10,black
70,66,30,black
45,39,8,black
42,8,7,black
55,52,10,black
0,13,0,black
73,62,18,black
60,21,2,black
6,57,40,black
0,51,61,black
0,60,42,black
71,72,49,black
65,0,0,black
25,0,2,black
61,20,18,black
65,0,21,black
54,0,0,black
49,8,31,black
0,0,15,black
0,61,35,black
0,19,58,black
0,11,0,black
52,44,54,black
2,69,72,black
66,37,74,black
49,66,24,black
3,24,38,black
18,29,76,black
33,28,0,black
75,10,55,black
39,2,18,black
3,60,0,black
9,16,17,black
37,0,0,black
64,16,34,black
2,28,3,black
22,0,76,black
0,3,0,black
43,72,9,black
40,0,22,black
31,0,17,black
62,45,40,black
26,11,0,black
64,31,0,black
5,0,3,black
77,19,15,black
4,18,76,black
0,0,0,black
46,8,6,black
76,0,44,black
31,4,0,black
0,0,0,black
48,60,22,black
45,19,61,black
11,0,57,black
21,13,0,black
62,0,0,black
0,39,51,black
17,36,29,black
0,3,49,black
26,26,24,black
40,70,11,black
0,7,37,black
70,15,11,black
5,60,68,black
11,7,13,black
0,59,0,black
0,72,0,black
63,35,70,black
65,35,72,black
68,70,29,black
0,16,47,black
62,39,67,black
0,31,2,black
66,75,0,black
77,69,42,black
6,61,29,black
0,22,49,black
5,49,0,black
63,76,43,black
63,0,28,black
60,68,38,black
0,73,48,black
23,30,0,black
55,7,62,black
76,33,40,black
0,33,60,black
75,3,0,black
5,42,65,black
0,55,49,black
0,0,63,black
0,35,59,black
35,0,41,black
39,31,7,black
72,33,22,black
25,44,51,black
0,58,42,black
55,28,0,black
0,0,0,black
1,0,0,black
0,0,22,black
68,49,27,black
41,75,44,black
0,54,32,black
53,0,48,black
0,5,45,black
31,55,0,black
4,50,3,black
0,65,56,black
73,66,11,black
39,69,54,black
0,53,70,black
77,63,41,black
0,2,36,black
0,73,39,black
20,34,9,black
21,74,0,black
25,0,48,black
21,33,63,black
0,70,1,black
32,47,24,black
0,66,5,black
21,65,61,black
49,38,57,black
0,0,11,black
28,28,59,black
0,54,0,black
70,0,25,black
12,11,40,black
0,14,49,black
38,69,0,black
59,22,23,black
60,0,65,black
43,1,60,black
42,53,21,black
28,12,29,black
33,0,73,black
76,0,16,black
62,58,67,black
52,32,0,black
20,13,75,black
2,2,0,black
0,35,0,black
31,14,29,black
5,0,30,black
2,0,38,black
49,0,73,black
17,32,42,black
19,18,12,black
15,39,14,black
23,4,30,black
43,0,0,black
73,0,51,black
64,0,69,black
27,36,59,black
55,14,0,black
23,72,69,black
2,7,10,black
52,75,0,black
77,51,55,black
0,70,11,black
58,0,73,black
74,34,0,black
71,22,10,black
0,36,23,black
45,68,58,black
22,0,30,black
0,2,0,black
16,26,0,black
50,65,45,black
26,76,62,black
72,0,19,black
0,45,3,black
49,0,0,black
72,0,15,black
72,39,2,black
50,53,48,black
8,35,18,black
2,26,49,black
61,70,0,black
74,0,8,black
26,40,68,black
2,16,0,black
7,64,46,black
72,7,0,black
52,20,42,black
20,72,54,black
75,0,56,black
0,0,18,black
74,0,37,black
43,32,38,black
36,0,17,black
37,9,68,black
0,21,16,black
0,49,67,black
0,32,32,black
0,4,35,black
0,22,0,black
0,70,0,black
3,9,1,black
22,50,23,black
9,34,7,black
0,0,70,black
66,0,45,black
62,0,2,black
0,7,0,black
19,5,38,black
0,0,75,black
0,20,0,black
5,0,0,black
54,58,4,black
56,0,10,black
10,21,0,black
62,0,6,black
0,53,60,black
76,25,49,black
48,0,56,black
77,58,7,black
10,6,59,black
0,0,39,black
49,71,62,black
39,0,44,black
5,58,54,black
2,52,51,black
1,10,0,black
55,41,65,black
0,36,0,black
53,37,13,black
4,19,18,black
46,0,0,black
75,33,75,black
60,46,0,black
41,8,0,black
39,54,0,black
0,0,44,black
48,47,18,black
75,2,0,black
1,0,0,black
16,48,18,black
41,3,12,black
7,0,0,black
6,31,0,black
6,14,0,black
0,0,0,black
29,17,0,black
0,17,0,black
2,62,36,black
64,7,1,black
61,5,69,black
5,54,13,black
10,0,59,black
25,0,0,black
62,15,34,black
0,0,61,black
47,73,32,black
0,24,3,black
68,66,1,black
68,0,0,black
52,28,0,black
0,40,0,black
0,3,12,black
20,0,0,black
29,60,0,black
59,0,65,black
25,7,0,black
58,26,66,black
53,61,62,black
0,4,0,black
58,76,0,black
0,20,0,black
0,67,57,black
33,0,46,black
59,36,0,black
31,68,10,black
10,31,0,black
0,0,33,black
28,72,66,black
16,0,0,black
21,0,22,black
3,24,0,black
63,0,0,black
0,71,73,black
28,24,25,black
0,14,32,black
48,20,0,black
28,40,0,black
61,10,57,black
27,0,37,black
25,33,69,black
0,61,16,black
0,11,32,black
59,55,0,black
71,62,25,black
0,40,28,black
0,76,50,black
20,26,0,black
76,68,53,black
13,2,61,black
36,34,0,black
0,31,53,black
53,0,70,black
17,57,46,black
0,34,22,black
65,12,0,black
57,73,22,black
66,6,8,black
0,2,27,black
75,38,0,black
51,23,30,black
35,0,24,black
0,11,7,black
49,19,0,black
69,37,45,black
74,44,0,black
0,72,34,black
0,9,10,black
57,49,23,black
27,25,50,black
28,52,29,black
0,48,35,black
0,12,0,black
20,41,11,black
1,42,10,black
73,4,24,black
20,26,50,black
51,0,28,black
76,0,19,black
15,0,22,black
16,58,64,black
0,19,73,black
53,10,45,black
14,0,73,black
57,0,66,black
64,8,25,black
47,0,25,black
6,0,31,black
6,56,61,black
76,10,50,black
0,0,12,black
8,66,0,black
6,17,53,black
1,0,0,black
70,76,43,black
53,70,39,black
59,40,10,black
10,31,0,black
54,51,66,black
26,42,74,black
57,53,42,black
36,15,0,black
13,65,74,black
69,0,41,black
60,0,74,black
31,0,70,black
0,0,29,black
0,0,75,black
11,18,0,black
0,49,41,black
57,22,14,black
39,0,0,black
5,77,49,black
0,12,64,black
0,5,77,black
42,38,0,black
23,26,34,black
49,73,0,black
24,55,0,black
57,0,42,black
17,0,67,black
60,0,10,black
29,57,0,black
60,0,63,black
41,3,20,black
60,0,0,black
68,3,13,black
71,45,68,black
50,8,40,black
65,72,49,black
39,68,9,black
0,56,52,black
48,13,0,black
0,5,16,black
8,0,0,black
12,63,23,black
77,41,0,black
15,61,64,black
0,0,24,black
0,41,0,black
26,0,63,black
0,38,49,black
46,58,12,black
67,37,0,black
30,74,45,black
46,8,62,black
0,42,0,black
43,53,31,black
41,19,5,black
0,36,65,black
45,30,33,black
0,67,1,black
75,21,20,black
73,21,48,black
0,62,0,black
0,0,36,black
60,9,11,black
30,30,1,black
22,53,10,black
26,0,42,black
42,0,24,black
18,0,66,black
17,50,21,black
69,32,52,black
21,3,19,black
71,0,34,black
45,44,0,black
68,9,44,black
56,11,63,black
59,41,0,black
45,46,0,black
26,53,0,black
48,37,0,black
37,0,76,black
39,0,0,black
5,31,57,black
23,47,0,black
0,0,23,black
58,0,75,black
35,75,74,black
64,14,49,black
27,0,52,black
0,36,72,black
44,47,24,black
25,0,64,black
71,20,6,black
0,0,8,black
47,39,14,black
53,61,56,black
0,33,15,black
5,16,27,black
52,0,15,black
23,13,0,black
53,4,41,black
49,32,31,black
10,21,74,black
60,45,0,black
16,74,30,black
37,55,52,black
22,8,0,black
14,17,5,black
25,27,52,black
62,36,76,black
18,8,62,black
37,50,63,black
51,32,3,black
32,75,0,black
61,69,0,black
32,67,48,black
1,25,0,black
54,69,0,black
0,29,69,black
30,9,38,black
0,46,10,black
33,0,0,black
67,70,0,black
28,75,59,black
23,31,73,black
56,36,0,black
63,37,46,black
55,68,62,black
0,46,54,black
15,8,0,black
44,0,0,black
0,40,39,black
29,6,0,black
0,65,21,black
28,0,0,black
72,36,40,black
29,70,50,black
73,20,0,black
14,26,0,black
2,71,58,black
45,69,55,black
33,0,44,black
62,12,14,black
74,51,72,black
0,66,21,black
38,63,0,black
76,7,26,black
42,10,69,black
13,0,15,black
70,46,64,black
51,23,0,black
59,8,32,black
35,73,22,black
76,34,44,black
53,76,0,black
0,61,66,black
38,15,2,black
19,1,0,black
50,61,5,black
70,62,55,black
17,37,0,black
0,23,36,black
42,0,0,black
4,62,58,black
29,0,62,black
0,72,0,black
5,8,10,black
14,19,40,black
0,52,35,black
72,18,30,black
12,0,0,black
29,53,15,black
54,5,0,black
23,0,37,black
0,0,0,black
20,0,61,black
0,74,20,black
3,0,16,black
24,76,77,black
0,39,0,black
0,22,0,black
9,1,0,black
29,37,0,black
50,24,5,black
16,35,16,black
0,18,7,black
0,23,55,black
50,0,4,black
73,0,20,black
3,53,5,black
27,64,27,black
29,72,46,black
4,0,33,black
29,33,0,black
39,8,27,black
47,15,65,black
0,14,58,black
69,43,49,black
16,38,38,black
14,30,29,black
57,0,0,black
61,0,0,black
0,21,49,black
8,67,0,black
0,12,15,black
0,38,12,black
77,8,0,black
57,66,6,black
0,34,73,black
0,29,0,black
23,54,34,black
61,19,0,black
46,24,73,black
0,19,67,black
16,8,0,black
0,45,0,black
0,34,18,black
13,0,18,black
63,0,67,black
0,32,25,black
47,57,11,black
34,23,51,black
63,50,18,black
0,13,71,black
67,21,49,black
55,14,53,black
0,11,43,black
40,18,0,black
13,22,0,black
28,3,62,black
7,76,61,black
21,46,43,black
13,12,0,black
0,56,56,black
16,0,63,black
47,16,24,black
0,40,0,black
53,22,0,black
77,0,45,black
30,0,5,black
58,77,38,black
9,20,48,black
0,65,0,black
57,54,44,black
40,24,49,black
40,26,58,black
70,0,39,black
27,30,76,black
9,32,46,black
11,42,74,black
43,59,68,black
77,69,0,black
21,0,27,black
0,75,48,black
9,66,44,black
13,0,0,black
67,12,0,black
33,32,0,black
0,71,18,black
13,0,0,black
23,1,56,black
59,1,49,black
64,34,9,black
47,52,0,black
27,8,3,black
17,68,45,black
59,69,0,black
74,23,76,black
0,51,0,black
74,42,0,black
0,0,67,black
28,57,48,black
0,0,0,black
0,63,73,black
29,56,77,black
3,34,0,black
25,34,0,black
38,37,0,black
38,44,76,black
11,61,0,black
0,0,63,black
0,40,0,black
6,52,13,black
64,48,38,black
0,51,0,black
64,15,68,black
43,26,48,black
44,49,21,black
18,61,0,black
34,65,24,black
60,33,46,black
61,73,36,black
39,56,18,black
20,0,0,black
0,54,37,black
10,56,14,black
20,0,21,black
6,38,0,black
13,0,0,black
29,0,73,black
52,0,49,black
15,0,12,black
47,0,0,black
0,72,23,black
26,15,0,black
5,0,52,black
39,62,20,black
0,23,23,black
0,31,68,black
36,68,63,black
61,3,65,black
60,31,60,black
39,45,58,black
55,39,36,black
37,0,58,black
0,3,0,black
0,4,0,black
0,30,39,black
27,62,14,black
0,45,0,black
4,29,1,black
0,30,5,black
49,67,0,black
74,0,42,black
35,32,2,black
55,0,23,black
36,77,0,black
38,0,15,black
29,60,33,black
24,44,0,black
28,38,69,black
42,42,0,black
58,71,8,black
70,1,76,black
18,8,5,black
59,59,74,black
76,0,35,black
10,0,16,black
48,13,64,black
72,45,46,black
61,0,33,black
0,71,59,black
53,38,0,black
0,27,27,black
16,19,46,black
70,66,37,black
21,15,57,black
27,0,45,black
68,59,0,black
0,23,3,black
22,0,53,black
27,58,75,black
45,0,0,black
16,33,55,black
72,3,6,black
19,65,23,black
76,56,49,black
57,0,0,black
7,43,3,black
18,19,53,black
47,2,48,black
0,20,0,black
67,0,72,black
23,54,70,black
60,55,36,black
19,60,37,black
51,52,0,black
65,35,35,black
77,40,13,black
66,2,70,black
22,0,0,black
0,58,0,black
56,31,0,black
71,40,76,black
13,63,73,black
71,8,42,black
13,4,3,black
0,0,77,black
28,0,68,black
56,54,44,black
57,15,33,black
38,26,33,black
59,16,0,black
57,57,39,black
21,67,2,black
0,50,54,black
25,36,39,black
54,35,43,black
48,0,69,black
40,73,19,black
12,43,61,black
0,22,52,black
4,33,0,black
60,57,21,black
63,45,34,black
25,7,77,black
60,4,77,black
18,44,9,black
10,0,24,black
64,62,58,black
42,3,0,black
26,69,0,black
27,50,39,black
63,0,5,black
18,11,65,black
62,49,69,black
19,21,14,black
31,15,9,black
13,27,0,black
42,50,0,black
0,10,77,black
69,0,35,black
0,34,0,black
50,11,11,black
2,0,61,black
35,41,52,black
0,62,49,black
8,38,0,black
32,0,24,black
13,56,8,black
0,76,71,black
34,68,49,black
25,0,0,black
5,0,4,black
42,55,9,black
66,0,0,black
43,12,38,black
41,0,41,black
1,25,49,black
0,64,3,black
25,70,48,black
0,7,36,black
32,58,61,black
51,17,74,black
10,0,18,black
77,1,63,black
63,71,0,black
0,0,0,black
0,33,27,black
72,61,56,black
61,67,16,black
49,26,74,black
46,39,16,black
20,75,12,black
6,61,58,black
0,8,28,black
27,0,0,black
28,0,32,black
23,2,6,black
0,0,71,black
0,37,40,black
0,11,0,black
63,58,52,black
58,73,0,black
61,0,65,black
40,0,16,black
64,0,36,black
32,0,60,black
40,51,71,black
19,73,13,black
0,26,77,black
2,64,53,black
0,0,0,black
0,30,0,black
10,1,33,black
50,19,73,black
0,39,0,black
24,4,49,black
26,11,0,black
0,19,18,black
5,68,7,black
25,0,0,black
73,31,75,black
65,75,10,black
12,0,0,black
37,62,42,black
0,58,0,black
70,6,18,black
63,3,0,black
21,9,26,black
0,77,8,black
5,59,26,black
11,12,57,black
0,0,0,black
19,43,34,black
43,21,16,black
23,0,0,black
59,0,0,black
0,0,5,black
0,0,29,black
0,77,45,black
0,58,48,black
12,0,69,black
11,47,25,black
0,40,0,black
0,9,52,black
33,63,28,black
41,56,44,black
39,3,61,black
57,44,21,black
71,17,69,black
0,63,62,black
0,0,52,black
12,16,53,black
0,34,29,black
65,63,63,black
71,15,0,black
55,14,0,black
22,3,60,black
72,11,36,black
0,20,0,black
62,29,73,black
56,44,0,black
0,15,7,black
47,0,52,black
36,47,52,black
75,55,25,black
0,56,51,black
15,58,25,black
58,25,20,black
77,26,7,black
66,14,54,black
49,0,27,black
0,0,46,black
17,51,19,black
26,47,6,black
31,0,42,black
71,56,0,black
7,75,31,black
0,7,0,black
59,24,47,black
54,46,77,black
0,58,23,black
37,21,38,black
0,51,0,black
62,33,37,black
0,0,28,black
0,46,0,black
45,70,15,black
59,14,5,black
72,0,39,black
54,6,52,black
0,12,14,black
0,56,51,black
20,1,0,black
19,33,36,black
0,27,0,black
64,9,25,black
7,73,9,black
49,0,11,black
0,0,47,black
40,54,51,black
24,44,57,black
0,52,76,black
40,0,58,black
58,7,51,black
72,34,13,black
41,19,45,black
53,75,3,black
64,45,0,black
0,0,0,black
61,0,37,black
76,44,29,black
68,23,27,black
4,55,76,black
54,0,0,black
70,17,65,black
46,13,61,black
1,73,56,black
61,0,36,black
6,9,16,black
23,52,0,black
23,10,52,black
66,53,0,black
56,0,19,black
36,3,74,black
0,34,0,black
55,48,57,black
61,65,76,black
31,37,16,black
0,71,38,black
16,25,5,black
56,22,18,black
0,16,0,black
72,55,47,black
69,5,20,black
0,71,3,black
0,0,53,black
74,6,63,black
17,40,21,black
24,0,17,black
30,14,0,black
22,19,46,black
34,0,2,black
0,37,0,black
58,70,60,black
21,70,34,black
22,72,51,black
37,22,61,black
30,44,0,black
75,6,15,black
35,0,69,black
0,0,44,black
59,36,7,black
33,49,0,black
6,0,0,black
0,44,0,black
71,0,50,black
11,52,51,black
0,61,4,black
7,3,36,black
14,12,59,black
0,63,0,black
63,3,25,black
51,35,53,black
0,58,32,black
8,0,44,black
21,0,37,black
75,71,0,black
61,8,0,black
51,0,73,black
71,0,0,black
41,58,0,black
63,72,68,black
51,0,13,black
49,58,23,black
34,55,5,black
0,0,70,black
77,0,8,black
38,13,0,black
18,75,19,black
36,11,54,black
34,49,37,black
25,13,44,black
9,67,33,black
0,17,0,black
40,40,53,black
70,0,26,black
21,0,35,black
48,0,0,black
33,73,57,black
28,49,12,black
67,16,23,black
43,55,64,black
52,0,58,black
0,11,26,black
17,7,59,black
74,0,18,black
3,21,24,black
31,56,22,black
76,0,52,black
3,16,0,black
67,72,75,black
41,10,56,black
0,71,73,black
10,19,56,black
0,58,0,black
0,32,9,black
70,0,43,black
66,67,34,black
5,0,0,black
0,0,76,black
0,17,36,black
64,0,54,black
28,67,28,black
34,60,20,black
24,2,61,black
3,12,33,black
61,18,11,black
26,34,20,black
26,53,11,black
7,49,8,black
0,57,23,black
27,24,31,black
71,0,66,black
66,46,16,black
33,26,45,black
46,43,45,black
60,53,38,black
11,72,22,black
0,55,11,black
0,0,72,black
41,71,72,black
29,72,23,black
72,0,70,black
41,0,53,black
0,0,0,black
0,0,0,black
54,2,33,black
0,0,71,black
52,59,25,black
67,51,51,black
46,63,50,black
60,38,0,black
28,0,52,black
0,31,0,black
61,0,47,black
58,8,25,black
73,31,65,black
13,46,5,black
35,29,28,black
11,61,0,black
0,57,24,black
33,0,74,black
0,0,73,black
32,28,45,black
57,19,39,black
62,0,0,black
7,58,50,black
39,0,0,black
14,71,17,black
77,0,9,black
34,42,0,black
46,30,0,black
40,26,22,black
11,33,53,black
0,24,0,black
68,0,34,black
77,24,38,black
24,13,75,black
66,0,0,black
0,48,58,black
75,7,0,black
5,54,41,black
46,0,0,black
44,6,10,black
47,0,23,black
0,0,0,black
27,0,31,black
18,0,0,black
45,64,66,black
20,0,26,black
14,24,75,black
41,49,57,black
60,0,0,black
2,0,28,black
5,6,44,black
0,75,27,black
0,11,77,black
76,16,1,black
25,64,16,black
42,75,74,black
42,0,0,black
12,38,69,black
21,70,0,black
33,54,13,black
10,0,73,black
52,32,67,black
26,1,26,black
69,35,16,black
6,0,77,black
9,0,28,black
5,33,23,black
30,65,65,black
36,0,49,black
77,29,77,black
61,66,46,black
9,76,16,black
23,38,0,black
73,0,0,black
69,26,52,black
52,60,0,black
28,0,54,black
63,46,18,black
73,0,30,black
24,27,0,black
6,27,16,black
34,46,53,black
7,8,0,black
47,0,71,black
71,8,0,black
32,2,51,black
52,0,18,black
36,3,0,black
0,21,44,black
44,26,77,black
11,51,47,black
3,47,46,black
71,40,49,black
57,28,32,black
40,0,0,black
61,0,9,black
27,71,57,black
64,0,54,black
0,76,12,black
10,7,71,black
42,53,77,black
50,31,30,black
51,0,37,black
28,0,70,black
56,0,25,black
5,69,13,black
0,65,77,black
76,0,11,black
40,7,5,black
56,48,60,black
10,0,23,black
6,0,0,black
0,32,7,black
49,33,10,black
33,18,32,black
20,12,13,black
8,34,23,black
53,75,0,black
35,61,28,black
36,76,0,black
14,10,59,black
0,19,0,black
38,36,68,black
61,2,0,black
50,23,65,black
70,5,26,black
0,24,0,black
3,56,48,black
58,59,0,black
5,76,54,black
44,38,0,black
0,51,59,black
0,46,0,black
20,0,40,black
74,31,29,black
0,63,5,black
0,63,0,black
22,0,23,black
60,0,6,black
11,0,20,black
72,48,0,black
48,74,14,black
75,43,65,black
53,3,0,black
0,50,49,black
59,55,68,black
30,67,23,black
0,74,16,black
0,2,25,black
6,44,64,black
75,55,63,black
0,50,6,black
0,26,56,black
0,32,11,black
48,61,0,black
56,33,0,black
3,16,2,black
0,33,62,black
0,0,24,black
0,37,0,black
71,0,60,black
33,11,58,black
47,57,0,black
25,61,25,black
47,8,69,black
0,0,61,black
19,38,0,black
77,6,3,black
51,0,0,black
48,47,14,black
0,31,29,black
23,72,15,black
13,51,16,black
39,72,0,black
0,16,2,black
0,40,50,black
62,2,0,black
8,72,63,black
0,70,0,black
59,40,0,black
24,24,0,black
0,4,54,black
0,0,76,black
36,75,0,black
0,40,41,black
0,34,10,black
0,0,26,black
15,69,2,black
39,0,16,black
0,1,30,black
0,39,28,black
13,0,27,black
0,58,57,black
18,30,0,black
24,21,7,black
0,0,64,black
63,41,72,black
54,35,15,black
0,0,31,black
0,0,46,black
8,22,5,black
19,5,36,black
2,30,0,black
11,75,41,black
50,38,14,black
0,45,26,black
0,74,68,black
15,27,0,black
6,50,5,black
67,32,26,black
17,28,0,black
0,0,60,black
73,18,48,black
0,0,36,black
19,15,3,black
62,0,76,black
27,0,16,black
67,55,47,black
42,26,8,black
45,17,61,black
52,30,24,black
35,1,59,black
26,70,13,black
72,21,37,black
0,70,44,black
41,70,58,black
21,68,20,black
22,67,34,black
68,0,35,black
0,35,0,black
50,14,19,black
35,22,54,black
0,0,0,black
0,21,28,black
58,1,31,black
40,16,0,black
17,15,0,black
65,36,0,black
0,75,24,black
63,58,23,black
19,6,62,black
41,12,0,black
43,46,50,black
0,9,0,black
47,40,39,black
23,0,58,black
35,53,0,black
0,16,67,black
24,53,49,black
51,40,32,black
45,65,63,black
0,49,71,black
25,0,59,black
15,73,39,black
59,0,43,black
75,71,0,black
0,0,0,black
73,41,39,black
40,0,26,black
33,10,32,black
2,25,0,black
30,35,50,black
23,29,0,black
38,31,11,black
36,0,0,black
1,3,56,black
12,0,48,black
44,19,1,black
0,0,0,black
22,34,62,black
0,30,72,black
35,0,52,black
0,22,70,black
62,69,43,black
70,46,51,black
34,1,0,black
70,49,39,black
15,0,0,black
41,8,36,black
16,0,51,black
63,77,31,black
17,39,74,black
33,20,0,black
0,26,0,black
10,0,61,black
64,4,55,black
44,69,72,black
0,35,67,black
71,48,0,black
21,4,40,black
55,36,0,black
0,18,9,black
51,74,55,black
2,13,33,black
37,47,69,black
31,0,0,black
0,65,0,black
26,16,43,black
73,0,35,black
0,33,57,black
66,17,68,black
58,27,31,black
67,60,6,black
0,0,16,black
0,47,0,black
16,74,55,black
60,0,0,black
12,8,41,black
1,22,3,black
69,0,70,black
48,67,0,black
26,70,72,black
5,21,51,black
50,0,13,black
38,10,15,black
0,41,27,black
59,39,27,black
72,0,0,black
26,67,34,black
25,46,58,black
71,32,4,black
0,0,53,black
54,13,19,black
47,52,72,black
67,43,0,black
2,0,6,black
30,52,19,black
68,43,39,black
0,33,19,black
52,59,0,black
25,11,24,black
0,67,59,black
68,36,49,black
41,0,0,black
7,0,41,black
8,0,64,black
17,22,0,black
0,60,70,black
51,0,39,black
63,0,0,black
61,0,45,black
0,65,57,black
0,67,5,black
0,58,0,black
0,0,59,black
18,49,13,black
21,8,51,black
0,13,22,black
58,58,35,black
49,0,0,black
54,0,2,black
53,34,62,black
21,60,49,black
47,0,0,black
49,59,49,black
0,76,71,black
0,0,23,black
69,66,0,black
20,45,67,black
11,18,67,black
75,58,9,black
69,0,70,black
0,22,38,black
0,41,24,black
59,0,2,black
33,45,46,black
0,10,71,black
39,72,46,black
0,0,29,black
50,45,0,black
58,8,28,black
0,69,49,black
18,9,72,black
0,4,2,black
0,53,40,black
53,75,31,black
0,0,39,black
72,37,24,black
0,13,33,black
60,0,2,black
47,0,67,black
0,15,76,black
0,0,0,black
22,39,62,black
10,0,75,black
42,0,4,black
3,0,71,black
65,19,31,black
0,45,51,black
0,60,59,black
65,32,0,black
34,33,0,black
58,0,0,black
13,44,63,black
46,20,7,black
61,56,20,black
0,25,37,black
54,5,4,black
25,39,73,black
0,40,57,black
19,62,41,black
0,0,0,black
69,60,15,black
58,45,29,black
38,0,0,black
13,64,41,black
50,25,0,black
73,59,59,black
